399.23	58.303
401.16	77.285
403.09	86.984
405.02	89.199
406.95	89.343
408.87	90.067
410.8	91.129
412.73	91.335
414.66	91.193
416.59	91.168
418.52	91.478
420.45	91.555
422.38	91.666
424.3	91.809
426.23	92.167
428.16	92.272
430.09	92.35
432.02	92.306
433.95	92.429
435.88	92.408
437.8	92.492
439.73	92.463
441.66	92.553
443.59	92.472
445.52	92.532
447.45	92.52
449.38	92.643
451.31	92.55
453.23	92.547
455.16	92.459
457.09	92.585
459.02	92.59
460.95	92.727
462.88	92.714
464.81	92.817
466.73	92.711
468.66	92.713
470.59	92.596
472.52	92.692
474.45	92.681
476.38	92.831
478.31	92.808
480.24	92.889
482.16	92.764
484.09	92.787
486.02	92.683
487.95	92.755
489.88	92.656
491.81	92.724
493.74	92.668
495.66	92.793
497.59	92.706
499.52	92.713
501.45	92.527
503.38	92.548
505.31	92.459
507.24	92.578
509.17	92.529
511.09	92.615
513.02	92.47
514.95	92.462
516.88	92.29
518.81	92.335
520.74	92.237
522.67	92.328
524.6	92.242
526.52	92.343
528.45	92.27
530.38	92.377
532.31	92.285
534.24	92.36
536.17	92.244
538.1	92.321
540.02	92.214
541.95	92.279
543.88	92.133
545.81	92.18
547.74	92.07
549.67	92.193
551.6	92.135
553.53	92.256
555.45	92.157
557.38	92.249
559.31	92.156
561.24	92.283
563.17	92.218
565.1	92.339
567.03	92.241
568.95	92.349
570.88	92.27
572.81	92.399
574.74	92.305
576.67	92.398
578.6	92.282
580.53	92.391
582.46	92.31
584.38	92.451
586.31	92.377
588.24	92.494
590.17	92.379
592.1	92.48
594.03	92.388
595.96	92.53
597.88	92.463
599.81	92.619
601.74	92.572
603.67	92.749
605.6	92.696
607.53	92.84
609.46	92.748
611.39	92.872
613.31	92.777
615.24	92.91
617.17	92.83
619.1	92.983
621.03	92.917
622.96	93.083
624.89	93.039
626.81	93.236
628.74	93.211
630.67	93.405
632.6	93.36
634.53	93.545
636.46	93.517
638.39	93.745
640.32	93.758
642.24	94
644.17	93.997
646.1	94.215
648.03	94.191
649.96	94.387
651.89	94.329
653.82	94.488
655.75	94.395
657.67	94.521
659.6	94.403
661.53	94.551
663.46	94.525
665.39	94.79
667.32	94.805
669.25	94.996
671.17	94.892
673.1	95.03
675.03	94.966
676.96	95.182
678.89	95.162
680.82	95.373
682.75	95.322
684.68	95.498
686.6	95.414
688.53	95.571
690.46	95.489
692.39	95.659
694.32	95.581
696.25	95.743
698.18	95.656
700.1	95.823
702.03	95.752
703.96	95.934
705.89	95.87
707.82	96.057
709.75	95.996
711.68	96.187
713.61	96.135
715.53	96.346
717.46	96.314
719.39	96.527
721.32	96.477
723.25	96.67
725.18	96.614
727.11	96.816
729.03	96.771
730.96	96.987
732.89	96.959
734.82	97.195
736.75	97.18
738.68	97.418
740.61	97.4
742.54	97.637
744.46	97.618
746.39	97.849
748.32	97.817
750.25	98.033
752.18	97.988
754.11	98.199
756.04	98.155
757.96	98.367
759.89	98.317
761.82	98.514
763.75	98.447
765.68	98.629
767.61	98.549
769.54	98.716
771.47	98.616
773.39	98.769
775.32	98.663
777.25	98.816
779.18	98.713
781.11	98.871
783.04	98.774
784.97	98.936
786.89	98.836
788.82	98.984
790.75	98.864
792.68	98.999
794.61	98.881
796.54	99.028
798.47	98.929
800.4	99.102
802.32	99.035
804.25	99.241
806.18	99.203
808.11	99.43
810.04	99.403
811.97	99.632
813.9	99.597
815.83	99.814
817.75	99.775
819.68	100
821.61	99.983
823.54	100.23
825.47	100.24
827.4	100.52
829.33	100.55
831.25	100.83
833.18	100.86
835.11	101.14
837.04	101.14
838.97	101.38
840.9	101.36
842.83	101.58
844.76	101.53
846.68	101.71
848.61	101.62
850.54	101.77
852.47	101.66
854.4	101.79
856.33	101.68
858.26	101.83
860.18	101.74
862.11	101.93
864.04	101.87
865.97	102.08
867.9	102.02
869.83	102.21
871.76	102.14
873.69	102.33
875.61	102.27
877.54	102.47
879.47	102.41
881.4	102.59
883.33	102.51
885.26	102.67
887.19	102.57
889.11	102.7
891.04	102.58
892.97	102.71
894.9	102.59
896.83	102.74
898.76	102.65
900.69	102.83
902.62	102.76
904.54	102.94
906.47	102.88
908.4	103.05
910.33	102.97
912.26	103.11
914.19	102.99
916.12	103.11
918.04	102.97
919.97	103.07
921.9	102.91
923.83	102.99
925.76	102.82
927.69	102.89
929.62	102.71
931.55	102.77
933.47	102.61
935.4	102.7
937.33	102.56
939.26	102.68
941.19	102.56
943.12	102.67
945.05	102.55
946.97	102.66
948.9	102.54
950.83	102.65
952.76	102.51
954.69	102.6
956.62	102.44
958.55	102.5
960.48	102.32
962.4	102.37
964.33	102.19
966.26	102.25
968.19	102.09
970.12	102.14
972.05	101.94
973.98	101.95
975.9	101.69
977.83	101.62
979.76	101.29
981.69	101.17
983.62	100.83
985.55	100.73
987.48	100.42
989.41	100.35
991.33	100.08
993.26	100.04
995.19	99.802
997.12	99.766
999.05	99.487
1000.9	99.393
1002.9	99.063
1004.8	98.936
1006.7	98.586
1008.6	98.436
1010.6	98.056
1012.5	97.876
1014.4	97.485
1016.4	97.322
1018.3	96.986
1020.2	96.904
1022.1	96.66
1024.1	96.655
1026	96.464
1027.9	96.484
1029.9	96.304
1031.8	96.339
1033.7	96.195
1035.6	96.28
1037.6	96.19
1039.5	96.318
1041.4	96.259
1043.4	96.405
1045.3	96.362
1047.2	96.521
1049.2	96.492
1051.1	96.662
1053	96.643
1054.9	96.819
1056.9	96.803
1058.8	96.976
1060.7	96.956
1062.7	97.12
1064.6	97.093
1066.5	97.247
1068.4	97.203
1070.4	97.323
1072.3	97.239
1074.2	97.326
1076.2	97.228
1078.1	97.309
1080	97.204
1081.9	97.281
1083.9	97.201
1085.8	97.332
1087.7	97.302
1089.7	97.426
1091.6	97.331
1093.5	97.375
1095.4	97.24
1097.4	97.287
1099.3	97.173
1101.2	97.227
1103.2	97.105
1105.1	97.141
1107	96.998
1108.9	97.004
1110.9	96.831
1112.8	96.815
1114.7	96.642
1116.7	96.654
1118.6	96.551
1120.5	96.669
1122.4	96.699
1124.4	96.961
1126.3	97.138
1128.2	97.527
1130.2	97.798
1132.1	98.23
1134	98.492
1135.9	98.87
1137.9	99.056
1139.8	99.342
1141.7	99.432
1143.7	99.622
1145.6	99.629
1147.5	99.758
1149.4	99.731
1151.4	99.836
1153.3	99.785
1155.2	99.856
1157.2	99.776
1159.1	99.834
1161	99.777
1162.9	99.891
1164.9	99.91
1166.8	100.09
1168.7	100.15
1170.7	100.36
1172.6	100.44
1174.5	100.65
1176.4	100.75
1178.4	100.96
1180.3	101.05
1182.2	101.26
1184.2	101.35
1186.1	101.55
1188	101.62
1189.9	101.8
1191.9	101.84
1193.8	101.97
1195.7	101.97
1197.7	102.07
1199.6	102.04
1201.5	102.12
1203.4	102.09
1205.4	102.17
1207.3	102.15
1209.2	102.25
1211.2	102.24
1213.1	102.34
1215	102.33
1216.9	102.42
1218.9	102.4
1220.8	102.46
1222.7	102.4
1224.7	102.44
1226.6	102.36
1228.5	102.38
1230.4	102.29
1232.4	102.28
1234.3	102.18
1236.2	102.15
1238.2	102.04
1240.1	102
1242	101.87
1243.9	101.82
1245.9	101.7
1247.8	101.65
1249.7	101.53
1251.7	101.46
1253.6	101.29
1255.5	101.16
1257.4	100.93
1259.4	100.8
1261.3	100.66
1263.2	100.68
1265.2	100.72
1267.1	100.87
1269	100.96
1270.9	101.13
1272.9	101.23
1274.8	101.4
1276.7	101.49
1278.7	101.63
1280.6	101.7
1282.5	101.82
1284.4	101.86
1286.4	101.95
1288.3	101.97
1290.2	102.05
1292.2	102.07
1294.1	102.12
1296	102.1
1297.9	102.11
1299.9	102.06
1301.8	102.03
1303.7	101.95
1305.7	101.89
1307.6	101.77
1309.5	101.7
