399.23	.41565
401.16	.60198
403.09	.43458
405.02	.61981
406.95	.45664
408.87	.64268
410.8	.48084
412.73	.66609
414.66	.50902
416.59	.69594
418.52	.54107
420.45	.72784
422.38	.57872
424.3	.76874
426.23	.6235
428.16	.8148
430.09	.67741
432.02	.87533
433.95	.74577
435.88	.94885
437.8	.83271
439.73	1.0517
441.66	.95669
443.59	1.197
445.52	1.1385
447.45	1.4453
449.38	1.5432
451.31	2.2049
453.23	3.0082
455.16	4.7786
457.09	6.9424
459.02	9.951
460.95	12.849
462.88	15.914
464.81	18.329
466.73	20.662
468.66	22.365
470.59	24.128
472.52	25.423
474.45	26.894
476.38	27.975
478.31	29.29
480.24	30.306
482.16	31.683
484.09	32.908
486.02	34.598
487.95	36.174
489.88	38.181
491.81	40.009
493.74	42.182
495.66	44.116
497.59	46.387
499.52	48.484
501.45	50.988
503.38	53.326
505.31	55.963
507.24	58.253
509.17	60.65
511.09	62.561
513.02	64.505
514.95	65.979
516.88	67.58
518.81	68.853
520.74	70.357
522.67	71.564
524.6	72.968
526.52	74.042
528.45	75.279
530.38	76.149
532.31	77.137
534.24	77.759
536.17	78.546
538.1	79.028
540.02	79.69
541.95	80.036
543.88	80.556
545.81	80.786
547.74	81.212
549.67	81.353
551.6	81.669
553.53	81.683
555.45	81.858
557.38	81.746
559.31	81.818
561.24	81.628
563.17	81.627
565.1	81.379
567.03	81.36
568.95	81.166
570.88	81.249
572.81	81.172
574.74	81.361
576.67	81.399
578.6	81.727
580.53	81.93
582.46	82.402
584.38	82.681
586.31	83.131
588.24	83.328
590.17	83.698
592.1	83.874
594.03	84.254
595.96	84.405
597.88	84.674
599.81	84.655
601.74	84.743
603.67	84.574
605.6	84.53
607.53	84.242
609.46	84.112
611.39	83.833
613.31	83.834
615.24	83.792
617.17	84.066
619.1	84.28
621.03	84.762
622.96	85.14
624.89	85.729
626.81	86.146
628.74	86.684
630.67	86.982
632.6	87.379
634.53	87.593
636.46	88.011
638.39	88.358
640.32	88.948
642.24	89.425
644.17	90.047
646.1	90.477
648.03	91.012
649.96	91.356
651.89	91.824
653.82	92.15
655.75	92.628
657.67	92.928
659.6	93.311
661.53	93.557
663.46	94.06
665.39	94.566
667.32	95.197
669.25	95.483
671.17	95.644
673.1	95.577
675.03	95.731
676.96	95.894
678.89	96.227
680.82	96.39
682.75	96.617
684.68	96.688
686.6	96.852
688.53	96.876
690.46	97
692.39	97.001
694.32	97.101
696.25	97.078
698.18	97.17
700.1	97.177
702.03	97.313
703.96	97.359
705.89	97.53
707.82	97.631
709.75	97.859
711.68	97.999
713.61	98.238
715.53	98.386
717.46	98.626
719.39	98.752
721.32	98.93
723.25	98.986
725.18	99.116
727.11	99.162
729.03	99.297
730.96	99.348
732.89	99.475
734.82	99.51
736.75	99.606
738.68	99.603
740.61	99.66
742.54	99.641
744.46	99.704
746.39	99.711
748.32	99.798
750.25	99.82
752.18	99.907
754.11	99.927
756.04	99.998
757.96	99.987
759.89	100
761.82	99.945
763.75	99.923
765.68	99.842
767.61	99.826
769.54	99.773
771.47	99.786
773.39	99.762
775.32	99.806
777.25	99.837
779.18	99.968
781.11	100.12
783.04	100.4
784.97	100.69
786.89	101.07
788.82	101.4
790.75	101.75
792.68	102.02
794.61	102.28
796.54	102.47
798.47	102.65
800.4	102.77
802.32	102.9
804.25	102.96
806.18	102.99
808.11	102.92
810.04	102.81
811.97	102.62
813.9	102.45
815.83	102.29
817.75	102.22
819.68	102.24
821.61	102.37
823.54	102.58
825.47	102.84
827.4	103.1
829.33	103.36
831.25	103.59
833.18	103.79
835.11	103.95
837.04	104.09
838.97	104.19
840.9	104.27
842.83	104.32
844.76	104.34
846.68	104.32
848.61	104.28
850.54	104.2
852.47	104.08
854.4	103.94
856.33	103.75
858.26	103.55
860.18	103.32
862.11	103.12
864.04	102.91
865.97	102.74
867.9	102.58
869.83	102.45
871.76	102.34
873.69	102.28
875.61	102.22
877.54	102.22
879.47	102.2
881.4	102.21
883.33	102.18
885.26	102.17
887.19	102.16
889.11	102.25
891.04	102.38
892.97	102.65
894.9	102.97
896.83	103.38
898.76	103.77
900.69	104.17
902.62	104.48
904.54	104.73
906.47	104.86
908.4	104.94
910.33	104.92
912.26	104.9
914.19	104.82
916.12	104.79
918.04	104.73
919.97	104.74
921.9	104.72
923.83	104.78
925.76	104.8
927.69	104.88
929.62	104.9
931.55	104.96
933.47	104.96
935.4	105.01
937.33	104.99
939.26	105.02
941.19	104.98
943.12	104.97
945.05	104.85
946.97	104.77
948.9	104.59
950.83	104.45
952.76	104.22
954.69	104.01
956.62	103.7
958.55	103.42
960.48	103.06
962.4	102.78
964.33	102.47
966.26	102.24
968.19	101.93
970.12	101.62
972.05	101.16
973.98	100.69
975.9	100.09
977.83	99.555
