399.23	57.547
401.16	76.31
403.09	85.908
405.02	88.083
406.95	88.2
408.87	88.91
410.8	89.998
412.73	90.253
414.66	90.144
416.59	90.127
418.52	90.461
420.45	90.598
422.38	90.775
424.3	90.935
426.23	91.252
428.16	91.302
430.09	91.363
432.02	91.347
433.95	91.508
435.88	91.494
437.8	91.557
439.73	91.511
441.66	91.614
443.59	91.559
445.52	91.64
447.45	91.638
449.38	91.78
451.31	91.711
453.23	91.715
455.16	91.594
457.09	91.667
459.02	91.624
460.95	91.73
462.88	91.691
464.81	91.774
466.73	91.663
468.66	91.682
470.59	91.586
472.52	91.69
474.45	91.669
476.38	91.804
478.31	91.779
480.24	91.885
482.16	91.804
484.09	91.873
486.02	91.804
487.95	91.902
489.88	91.828
491.81	91.91
493.74	91.844
495.66	91.939
497.59	91.831
499.52	91.849
501.45	91.698
503.38	91.739
505.31	91.64
507.24	91.734
509.17	91.668
511.09	91.758
513.02	91.634
514.95	91.658
516.88	91.523
518.81	91.608
520.74	91.547
522.67	91.666
524.6	91.594
526.52	91.698
528.45	91.625
530.38	91.744
532.31	91.684
534.24	91.8
536.17	91.715
538.1	91.805
540.02	91.702
541.95	91.781
543.88	91.664
545.81	91.749
547.74	91.669
549.67	91.807
551.6	91.761
553.53	91.9
555.45	91.83
557.38	91.94
559.31	91.842
561.24	91.943
563.17	91.848
565.1	91.95
567.03	91.844
568.95	91.943
570.88	91.855
572.81	91.98
574.74	91.891
576.67	91.99
578.6	91.878
580.53	91.984
582.46	91.898
584.38	92.03
586.31	91.949
588.24	92.064
590.17	91.958
592.1	92.067
594.03	91.975
595.96	92.1
597.88	92.005
599.81	92.122
601.74	92.031
603.67	92.165
605.6	92.077
607.53	92.194
609.46	92.081
611.39	92.181
613.31	92.06
615.24	92.17
617.17	92.086
619.1	92.253
621.03	92.207
622.96	92.376
624.89	92.308
626.81	92.46
628.74	92.387
630.67	92.541
632.6	92.463
634.53	92.611
636.46	92.529
638.39	92.677
640.32	92.594
642.24	92.738
644.17	92.644
646.1	92.778
648.03	92.69
649.96	92.851
651.89	92.788
653.82	92.949
655.75	92.861
657.67	93.015
659.6	92.955
661.53	93.121
663.46	92.981
665.39	92.992
667.32	92.758
669.25	92.865
671.17	92.868
673.1	93.169
675.03	93.194
676.96	93.394
678.89	93.332
680.82	93.524
682.75	93.484
684.68	93.678
686.6	93.623
688.53	93.82
690.46	93.787
692.39	94.007
694.32	93.988
696.25	94.212
698.18	94.189
700.1	94.404
702.03	94.367
703.96	94.569
705.89	94.523
707.82	94.724
709.75	94.681
711.68	94.884
713.61	94.831
715.53	95.012
717.46	94.937
719.39	95.115
721.32	95.057
723.25	95.257
725.18	95.208
727.11	95.405
729.03	95.349
730.96	95.549
732.89	95.509
734.82	95.724
736.75	95.687
738.68	95.896
740.61	95.854
742.54	96.064
744.46	96.022
746.39	96.226
748.32	96.176
750.25	96.378
752.18	96.329
